昵称,月连接用户数(W),月深度用户数(W),星图id,内容垂类,粉丝量,60s以上视频报价,男性粉丝比例,24-30岁粉丝比例,31-40岁粉丝比例,41-50岁粉丝比例,50岁以上粉丝比例,星图指数,性价比指数,预期播放量,互动率,完播率,预期CPE,预期CPM,总分,等级
大师说车,,437.6,6.63618E+18,汽车,20202510,330000,0.72,0.13,0.4,0.3,0.15,77.89,67.46647863,411190,0.0294,0.0797,27.29757483,802.55,10.6,S级
🔥张教官的有趣人生,,2579.7,6.62967E+18,"剧情搞笑, 旅行, 汽车",5809932,199800,0.71,0.3,0.4,0.11,0.03,86.33,73.14742894,15448843,0.0157,0.1912,0.82375843,12.93,15.6,S级
暴走老常,,702.5,6.68385E+18,汽车,7304704,200000,0.77,0.23,0.41,0.15,0.07,85.53,70.06336877,133537,0.0302,0.1053,49.59312068,1497.71,10.6,S级
纱姐说车,,71.7,6.59668E+18,汽车,8039717,158000,0.64,0.17,0.33,0.17,0.08,65.32,63.8505216,23755,0.5171,0.0864,12.86256299,6651.23,9.9,A级
家有懂车妹,,708.1,6.66967E+18,汽车,5904957,180000,0.68,0.2,0.46,0.18,0.09,80.62,65.5618934,639271,0.0155,0.1175,18.16585333,281.57,11.1,S级
车探三岁,,77.7,6.68745E+18,汽车,7835731,168000,0.29,0.06,0.45,0.23,0.16,70.23,62.19788616,80050,0.2616,0.069,8.022508868,2098.69,8.6,A级
车哥测评,,131.6,6.67771E+18,汽车,14868092,220000,0.61,0.13,0.41,0.29,0.15,71.23,68.49670934,223527,0.1724,0.028,5.708939359,984.22,10.8,S级
大中华区总裁,,859.7,6.62972E+18,汽车,5410975,150000,0.73,0.29,0.44,0.14,0.04,79.95,67.04643813,285653,0.0106,0.1671,49.53892799,525.11,10.6,S级
南哥说车,,905.6,6.65335E+18,汽车,5861291,300000,0.89,0.29,0.47,0.1,0.06,79.8,68.81949808,203968,0.023,0.0513,63.94865009,1470.82,10.6,S级
懂车小师妹,,1456.5,6.79029E+18,汽车,6750316,160000,0.57,0.09,0.34,0.33,0.21,83.27,68.21226598,84702,0.0239,0.0708,79.03663042,1888.98,10.6,S级
懂车师姐,,1564.2,6.74675E+18,汽车,6384869,160000,0.62,0.11,0.38,0.31,0.17,84.54,72.3808563,180484,0.0111,0.1574,79.86533108,886.51,9.6,A级
刘依菲,,37.6,7.20213E+18,汽车,5598921,139000,0.56,0.04,0.14,0.19,0.61,54.23,0,30020,0.2367,0.0155,19.56166668,4630.25,5.5,B级
爱玩车的一平,,15.1,6.67858E+18,汽车,8676460,120000,0.35,0.12,0.49,0.17,0.15,48.65,60.81652635,16302,0.3276,0.1708,22.4696581,7361.06,6.3,B级
学好姐姐😍,,717.4,6.7187E+18,"汽车, 颜值达人",12521947,430000,0.59,0.21,0.46,0.12,0.13,87.54,74.31222246,997999,0.0228,0.1,18.89746295,430.86,12.1,S级
猫哥评测体验官,,375.3,6.71408E+18,汽车,5057590,99800,0.68,0.17,0.39,0.19,0.09,64.11,70.40762277,33337,0.0153,0.0809,195.6647514,2993.67,9.4,A级
徐可驾道-西湖之声,,49.6,6.72787E+18,汽车,5582167,120000,0.92,0.19,0.48,0.22,0.08,64.95,67.15872568,19774,0.0617,0.0661,98.35615715,6068.57,9.4,A级
羽溪,,5.5,7.15394E+18,"科技数码, 美食",7204715,70000,0.71,0.06,0.27,0.29,0.36,61.38,60,53139,0,,7E+13,1317.3,4.2,C级
懂车侦探,,1064.4,6.66967E+18,剧情搞笑,24603861,384000,0.49,0.14,0.43,0.19,0.15,79.73,68.39242063,770023,0.0355,0.1272,14.04750431,498.69,9.1,A级
语柠Cici,,15.7,6.96208E+18,汽车,11745332,155000,0.67,0.04,0.19,0.28,0.47,66.55,65.40291828,233766,0.1103,0.0081,6.011389108,663.06,7.7,A级
双生,,121.8,6.59668E+18,汽车,9125617,118000,0.62,0.26,0.27,0.11,0.03,71.76,61.71426611,88632,0.2129,0.02,6.253394056,1331.35,9.8,A级
川哥车评,,182.8,6.70147E+18,汽车,6981959,75000,0.27,0.06,0.44,0.23,0.16,72.69,67.55795907,39159,0.1353,0.0475,14.15571708,1915.27,9.1,A级
曹野说车,,121.6,6.59668E+18,汽车,21243334,150000,0.49,0.07,0.43,0.24,0.16,68.6,71.77922181,29545,0.193,0.0591,26.30570562,5077,7.4,A级
说车的小茜,,29.5,6.69595E+18,汽车,5051142,63800,0.28,0.05,0.45,0.24,0.17,69.36,65.49511825,16989,0.9515,0.0128,3.94679046,3755.37,8.6,A级
陈小油,,500.6,6.67781E+18,汽车,14754613,100000,0.46,0.06,0.45,0.22,0.2,79.56,68.09408404,125252,0.0513,0.1371,15.56316657,798.39,10.1,S级
张潇洒Yore,,66.4,7.1818E+18,旅行,5363075,250000,0.64,0.05,0.44,0.26,0.15,66.64,0,39375,0.3745,0.1089,16.95382203,6349.21,8.9,A级
名郑言顺,,85.2,6.9136E+18,汽车,13042468,250000,0.69,0.27,0.47,0.13,0.03,74.74,91.13625113,2306257,0.0279,0.0501,3.88533172,108.4,16.1,S级
司瑶,,9.1,7.26338E+18,旅行,5803062,150000,0.72,0.15,0.49,0.17,0.12,58.17,0,96321,0.1668,0.0033,9.336287783,1557.29,7.2,A级
韩秀云讲经济,,340.9,6.87365E+18,"汽车, 科技数码, 财经投资",9572134,350000,0.64,0.1,0.39,0.28,0.2,75.64,69.09344826,461742,0.0221,0.065,34.29859981,758,10.6,S级
玩车克里斯,,38.9,6.67746E+18,汽车,8617316,298000,0.71,0.29,0.33,0.1,0.03,58.4,60.19454612,32466,0.409,0.0757,22.44213506,9178.83,7.8,A级
丫丫爱车日记,,45,6.61844E+18,汽车,6494824,63800,0.32,0.07,0.43,0.21,0.18,57.48,69.2585738,17974,0.6156,0.124,5.766035743,3549.57,8.3,A级
依依说车,,48.5,6.59668E+18,汽车,6258918,55000,0.35,0.05,0.49,0.2,0.2,67.38,68.06806249,52636,0.2269,0.1579,4.605166273,1044.91,8.9,A级
大王驾到,,915,7.25706E+18,汽车,9399470,200000,0.5,0.06,0.43,0.24,0.16,49.01,0,29485,0,,2E+14,6783.11,4.6,C级
戏京同志,532.7,260.6,7.24252E+18,财经投资,500247,33000,0.85,0.28,0.32,0.09,0.03,74.89,0,237365,0.0288,0.0479,4.827305345,139.03,11.7,S级
83萌叔,1606.1,660.3,6.87965E+18,"教育培训, 财经投资",917183,21000,0.66,0.16,0.53,0.21,0.08,82.18,69.96742837,207186,0.0197,0.0604,5.145086288,101.36,12.7,S级
长盛财经,697.4,325.7,6.95932E+18,财经投资,1091316,200000,0.76,0.12,0.42,0.27,0.18,77.14,68.43659074,104811,0.0133,0.2696,143.473433,1908.2,11.2,S级
波比有看法,150.9,58.3,7.12511E+18,财经投资,360729,22800,0.86,0.08,0.36,0.32,0.22,72.44,60,85293,0.0249,0.0868,10.73549589,267.31,10.7,S级
百万哥,115,46.6,6.99298E+18,财经投资,369547,23400,0.77,0.21,0.55,0.17,0.04,67.15,66.21771977,184715,0.0078,0.1477,16.2412365,126.68,10.2,S级
大熊,617.3,288.6,6.96891E+18,财经投资,1172970,198000,0.82,0.19,0.54,0.17,0.05,77.05,67.60557178,133542,0.0182,0.0676,81.46591244,1482.68,11.2,S级
逆袭奶爸,357.1,132.2,6.77012E+18,财经投资,842080,25100,0.81,0.22,0.48,0.14,0.08,73.83,71.27630722,42453,0.0138,0.0515,42.84362895,591.24,11.2,S级
啊咕呱,20.2,7.9,6.98562E+18,财经投资,777049,46900,0.77,0.3,0.42,0.11,0.03,68.41,65.12636525,84361,0,,4.69E+13,555.94,6.8,B级
卧龙-新商业流量军师,2209.2,949.4,6.87016E+18,财经投资,1219695,29500,0.84,0.17,0.5,0.22,0.06,83.77,60,1642874,0.0074,0.1099,2.426532093,17.96,13.4,S级
修罗•路西法大人,243,96.4,6.95934E+18,财经投资,618461,50000,0.78,0.21,0.48,0.17,0.06,74.51,69.25567323,147106,0.0263,0.0291,12.92361076,339.89,10.9,S级
强老师儿,1149,693.3,6.79205E+18,财经投资,918403,25000,0.81,0.01,0.07,0.22,0.7,79.18,60,77340,0.0073,0.1562,44.28054738,323.25,7.4,A级
五道口老实人,478.2,186.1,6.86262E+18,财经投资,1230045,50000,0.92,0.26,0.44,0.15,0.06,71.77,68.60355,118532,0.0212,0.0878,19.89750081,421.83,11.7,S级
商业评论小狮子（财经&商业）,431.2,209.5,6.87017E+18,财经投资,1455834,59800,0.83,0.07,0.4,0.35,0.18,77.33,71.69457583,586849,0.0268,0.0671,3.802244331,101.9,13.7,S级
钱说,1755.3,1006.4,6.99219E+18,财经投资,923471,35700,0.92,0.07,0.38,0.31,0.23,81.59,69.00767339,547118,0.0112,0.1167,5.825982695,65.25,13.2,S级
九才小白,810.9,407.8,6.85692E+18,财经投资,1401689,58000,0.86,0.26,0.52,0.13,0.03,85.68,74.94754867,440029,0.0198,0.1668,6.65704517,131.81,13.7,S级
李洋丶,57.1,21.2,6.75027E+18,财经投资,1424290,16000,0.56,0.26,0.52,0.13,0.04,71.11,70.93979894,65095,0.02,0.0399,12.28973039,245.79,11.7,S级
快股王,928.3,421.2,7.21915E+18,财经投资,1033840,46900,0.83,0.08,0.37,0.32,0.22,78.57,0,712993,0.0189,0.1409,3.480372853,65.78,13.2,S级
冯老道,1238,617.1,6.87017E+18,财经投资,945718,25000,0.87,0.03,0.27,0.37,0.33,84.78,67.40642942,409309,0.0189,0.1992,3.231669283,61.08,13.2,S级
创世记,1288.9,620.4,6.93879E+18,财经投资,700946,25000,0.86,0.23,0.51,0.14,0.04,81.61,84.53297454,186661,0.0118,0.0681,11.35022349,133.93,15.2,S级
@银行李春华,1566.6,675.8,7.04083E+18,财经投资,849993,25800,0.61,0.1,0.41,0.29,0.19,81.74,71.25803139,423977,0.0175,0.0955,3.477277575,60.85,14.2,S级
吕晓彤,1415.6,706.1,6.87017E+18,财经投资,1034845,70000,0.8,0.32,0.4,0.09,0.05,88.69,68.19146533,289715,0.0164,0.1376,14.73272935,241.62,11.7,S级
刘纪鹏,266.1,140,7.25226E+18,财经投资,405484,200000,0.89,0.12,0.39,0.26,0.2,69.69,0,0,0,,2E+14,,5.8,B级
老乔嘚吧嘚,2200.4,1135.8,6.94876E+18,财经投资,1266272,45000,0.88,0.02,0.16,0.31,0.5,80.11,92.9098974,183377,0.0165,0.1634,14.8724907,245.4,12.7,S级
渐入佳境,42.8,8.2,6.87252E+18,财经投资,629130,12000,0.72,0.13,0.49,0.25,0.11,60,67.6257177,7931,1,0.0161,1.513050057,1513.05,11.2,S级
呼啦A梦,1418.6,722.6,7.03598E+18,"教育培训, 科技数码, 财经投资",680309,19800,0.76,0.06,0.33,0.3,0.29,79.76,69.33796929,38781,0.0216,0.1224,23.63700437,510.56,10.2,S级
大明镜,438.2,201,6.85368E+18,财经投资,1343744,50000,0.5,0.22,0.53,0.17,0.04,73,68.89667305,161945,0.0149,0.0542,20.72126153,308.75,11.2,S级
章蕾,1086,551.7,6.85557E+18,财经投资,1180253,60000,0.87,0.14,0.49,0.24,0.11,79.46,71.76953074,274051,0.0184,0.1256,11.89876908,218.94,11.7,S级
张大萌,41.1,19.5,6.59668E+18,财经投资,1174686,60000,0.71,0.34,0.33,0.07,0.02,63.86,66.32694728,48436,0.0221,0.0773,56.05194745,1238.75,10,S级
倾城妹妹,11.4,5,6.96008E+18,生活,1043751,30000,0.39,0.02,0.06,0.13,0.79,50.05,65.64366195,4616,0.4185,0.095,15.52959008,6499.13,6.4,B级
后海没有海,23.1,11.3,6.81148E+18,"科技数码, 财经投资",470556,10000,0.83,0.23,0.5,0.16,0.05,65.78,68.71586347,83948,0,,1E+13,119.12,7.3,A级
魏成说商业,1615,790.7,6.83608E+18,财经投资,1608411,19300,0.76,0.09,0.45,0.32,0.12,79.47,66.65277078,60946,0.0102,0.0779,31.0464487,316.67,11.2,S级
折腾的老猫,529.8,291.1,7.01771E+18,财经投资,228378,5999,0.94,0.09,0.41,0.3,0.16,74.2,66.45072684,89888,0.0335,0.0697,1.992197255,66.74,14.2,S级
百晓凡,253.6,105.8,6.99475E+18,财经投资,296678,9200,0.77,0.22,0.51,0.17,0.06,78.24,70.67812585,18611,0.0159,0.078,31.09001946,494.33,11.2,S级
小艾大叔,206.3,82.6,6.84891E+18,财经投资,827721,150000,0.63,0.2,0.37,0.09,0.26,61.64,53.47920281,57084,0.2537,0.8924,10.35753464,2627.71,9.5,A级
堵钱眼的申公豹,595.2,295.1,7.12462E+18,财经投资,1140554,73000,0.8,0.33,0.44,0.1,0.03,83.33,73.79243233,103520,0.0249,0.0986,28.3203913,705.18,12.2,S级
董超在深圳,814.4,172,6.87017E+18,财经投资,1521499,60000,0.52,0.06,0.31,0.3,0.32,80.19,90.29390011,24226,0.0204,0.089,121.4057818,2476.68,13.2,S级
败家财经（瓜姐）,2254.2,1036.4,6.83774E+18,财经投资,1281138,33000,0.75,0.25,0.44,0.14,0.06,77.76,72.89996834,109426,0.0196,0.1127,15.38641154,301.57,10.7,S级
星哥探业记,810.5,358.8,7.12007E+18,财经投资,302965,50000,0.67,0.33,0.43,0.06,0.02,75.43,60,1181586,0.0441,0.0057,0.959546616,42.32,11.6,S级
商业相对论,129.3,57.7,6.74686E+18,财经投资,1656903,32000,0.62,0.28,0.45,0.11,0.04,69.73,62.25809846,22957,0.0547,0.0797,25.48282183,1393.91,9,A级
悦涛很二,72.3,29.1,6.79434E+18,财经投资,1281123,60000,0.86,0.18,0.53,0.2,0.08,73.01,66.20563222,267912,0.0219,0.069,10.22621617,223.95,11.7,S级
老好人,166.1,69.7,7.12322E+18,财经投资,262168,11200,0.85,0.06,0.34,0.33,0.25,72.61,60,82816,0.0153,0.0752,8.839187401,135.24,11.7,S级
王葱丝,927.5,306.6,6.85227E+18,财经投资,351664,17800,0.69,0.15,0.51,0.2,0.1,74.55,64.71211662,44657,0.0051,0.0656,78.15563245,398.59,10,S级
老于/休假版,1586.2,869.3,7.27879E+18,财经投资,221818,9900,0.61,0.21,0.48,0.17,0.05,80.08,0,179557,0.014,0.1571,3.938263934,55.14,13.2,S级
乔令同学,710.2,308,7.14032E+18,财经投资,459699,50000,0.62,0.2,0.44,0.14,0.18,77.82,69.28936727,172167,0.012,0.1321,24.20130842,290.42,11.2,S级
芭比说,2152.1,750.1,6.67495E+18,财经投资,1133933,28000,0.94,0.32,0.45,0.08,0.02,79.21,65.49608013,374634,0.0193,0.0719,3.872518784,74.74,13.7,S级
青海古哈崽（大羽）,13.5,4.7,7.22233E+18,财经投资,365815,14100,0.8,0.04,0.2,0.31,0.44,59.05,0,28217,0.0436,0.0857,11.46098081,499.7,7.4,A级
鼎极财富笔记,44.8,20.8,7.11765E+18,教育培训,423810,16000,0.82,0.12,0.44,0.28,0.14,68.15,90.33801966,48558,0.0311,0.1064,10.59494735,329.5,13.5,S级
看财经文化,591.4,263,1.67898E+15,财经投资,1012912,40000,0.89,0.12,0.48,0.27,0.12,75.79,67.86895205,185024,0.0182,0.1181,11.87847089,216.19,11.7,S级
直男说,156.7,54.8,6.83629E+18,财经投资,1546131,100000,0.79,0.3,0.44,0.08,0.02,66.89,68.96219763,584823,0.0255,0.036,6.705564979,170.99,11,S级
吴晓波频道知识服务,51.6,10.8,6.66702E+18,财经投资,1230881,500000,0.72,0.16,0.52,0.21,0.08,62.74,80.59961669,43924,0.0102,0.0262,1116.009649,11383.3,10.2,S级
财经妮妮子,247.6,97.5,6.95311E+18,财经投资,1008166,45000,0.75,0.33,0.46,0.1,0.03,76.43,74.38205287,186550,0.0213,0.0566,11.32498556,241.22,12.7,S级
关立新,29.1,12.3,6.9238E+18,教育培训,1234156,33500,0.31,0.13,0.45,0.25,0.12,61.02,71.42770495,102578,0.0283,0.0631,11.53995577,326.58,9,A级
灯课堂,134.6,68.3,6.87017E+18,财经投资,1602340,27600,0.85,0.06,0.3,0.34,0.29,78.27,91.68200394,22975,0.0296,0.064,40.5846543,1201.31,13.2,S级
黄士铨看世界,334.2,169,6.95748E+18,财经投资,1314754,60000,0.71,0.14,0.48,0.24,0.1,78.84,86.0642945,123994,0.0161,0.1298,30.05555168,483.89,14.2,S级
魔都大阳姐,476.4,198.7,6.98354E+18,财经投资,1195013,50000,0.87,0.07,0.42,0.32,0.18,75.58,74.09935533,99066,0.0139,0.1077,36.3103618,504.71,12.2,S级
宋宇飞,1151,576.4,7.08118E+18,财经投资,289919,25000,0.88,0.29,0.51,0.1,0.03,78.43,69.95861454,321868,0.0147,0.1956,5.283781774,77.67,12.7,S级
许琼娜,222,83.3,6.87017E+18,财经投资,1545381,38000,0.84,0.09,0.41,0.32,0.17,73.83,69.18037788,116572,0.0188,0.0629,17.33929756,325.98,11.7,S级
北京酷游,232.7,83,6.90856E+18,教育培训,1543915,18800,0.73,0.18,0.48,0.21,0.08,68.67,68.38637705,36992,0.02,0.065,25.41089965,508.22,10,S级
诚子,428.2,198.7,7.26106E+18,财经投资,243284,7500,0.88,0.19,0.19,0.05,0.04,85.26,0,52643,0.0167,0.0889,8.531082887,142.47,10.7,S级
财经小辜妈,425.1,150.9,6.98125E+18,财经投资,1270149,35000,0.7,0.04,0.24,0.32,0.39,66.21,65.33190393,85899,0.0076,0.106,53.61253516,407.46,7.7,A级
一楠财经,860.5,457.4,6.87545E+18,财经投资,1215791,27500,0.8,0.15,0.5,0.23,0.09,77.03,70.5144403,76916,0.0206,0.0759,17.35596568,357.53,11.7,S级
晋公子,4976.1,2779.2,7.018E+18,财经投资,1125983,38500,0.78,0.26,0.47,0.11,0.04,81.5,71.31417516,489317,0.0271,0.0704,2.903361638,78.68,13.7,S级
陆步轩,23.5,6.9,6.87017E+18,财经投资,241640,200000,0.86,0.15,0.44,0.24,0.12,61.92,54.61981218,11458,0.015,0.1275,1163.670216,17455.05,9,A级
任泽平,704.3,182.6,6.96351E+18,财经投资,1585236,200000,0.81,0.17,0.49,0.21,0.1,79.07,89.52467874,41606,0.0144,0.048,333.8193743,4807,14.2,S级
公司密探,98.4,44.8,6.83307E+18,财经投资,1679820,45000,0.87,0.15,0.37,0.24,0.17,67.38,71.84809981,15166,0.0573,0.0723,51.78295623,2967.16,10,S级
美惠学姐,83.7,32.9,7.14102E+18,财经投资,299306,12430,0.87,0.18,0.48,0.13,0.15,69.24,60,6876,0.0425,0.0711,42.53498956,1807.74,9,A级
大熊饭局,126,57.5,6.95979E+18,财经投资,1287048,199800,0.8,0.21,0.54,0.15,0.04,68.71,60,85285,0.0259,0.0411,90.45301887,2342.73,9,A级
娱乐豆瓣酱,4608.5,2902.9,6.71676E+18,财经投资,1290215,18000,0.62,0.23,0.4,0.14,0.09,77.4,67.54429016,9561,0.0412,0.2204,45.69534608,1882.65,11.2,S级
次元财经,548.9,242.7,6.79144E+18,财经投资,1045819,32000,0.61,0.15,0.51,0.23,0.08,73.1,58.9261748,20699,0.0416,0.146,37.16270203,1545.97,10.2,S级
深漂小强,42.9,21.4,6.97933E+18,剧情搞笑,226636,5600,0.91,0.18,0.5,0.21,0.07,63.39,69.265444,64292,0.0084,0.1042,10.36935648,87.1,11,S级
倪张根,176.6,57.8,7.2426E+18,财经投资,1160632,19900,0.61,0.09,0.3,0.23,0.34,67.37,0,9217,0.0247,0.0504,87.41108996,2159.05,8,A级
视野深望,172.5,74.7,6.7569E+18,"母婴亲子, 财经投资",1128296,36000,0.61,0.12,0.49,0.25,0.12,69.75,54.92532943,11513,0.0268,0.0682,116.6753741,3126.9,9,A级
朱少平实话经济论,2370,956.3,7.10335E+18,财经投资,1466763,40000,0.82,0.12,0.4,0.27,0.17,76.47,85.95346294,28762,0.0269,0.1397,51.69977218,1390.72,14.2,S级
三条眉毛,160.6,75.9,6.91369E+18,财经投资,228271,8800,0.78,0.15,0.4,0.26,0.14,70.11,69.02792368,18656,0.0331,0.097,14.25069828,471.7,11.7,S级
老甄聊餐饮,117.5,55.8,6.69115E+18,财经投资,1195992,50000,0.79,0.21,0.54,0.18,0.04,70.16,69.82077096,13655,0.0084,0.029,435.9121898,3661.66,10.4,S级
彭楠,206.4,35.2,6.62966E+18,财经投资,1024534,29600,0.77,0.26,0.47,0.13,0.05,73.02,58.7311951,56004,0.004,0.0148,132.133419,528.53,8.2,A级
韦小旺,181.9,80,7.06963E+18,财经投资,1048157,48600,0.67,0.14,0.44,0.29,0.11,65.52,72.31013235,111248,0.0115,0.0721,37.98798142,436.86,9,A级
愚人,330.9,135.4,6.85888E+18,财经投资,1277462,40800,0.77,0.1,0.38,0.29,0.21,77.46,70.7544285,95697,0.0212,0.0466,20.11064403,426.35,11.2,S级
尘辰队长,47.1,17.4,6.94695E+18,财经投资,217394,50000,0.74,0.22,0.48,0.19,0.06,62.63,66.01243291,6773,0.0706,0.0194,104.564491,7382.25,9.2,A级
春雷说事,175.6,96.1,6.82861E+18,财经投资,1640849,50000,0.69,0.07,0.35,0.33,0.25,74.44,71.32249291,0,0,0,5E+13,,8,A级
危机博士,85.1,36.7,6.93826E+18,财经投资,1441054,42600,0.86,0.22,0.54,0.15,0.04,68.75,66.11039241,101705,0,,4.26E+13,418.86,6.8,B级
天使投资人Mark,126.5,52.1,6.99854E+18,财经投资,1016456,100000,0.67,0.16,0.46,0.19,0.16,71.29,66.89678817,10871,0.0748,0.066,122.9784193,9198.79,11.2,S级
阿飞财经,11.2,6.1,7.0668E+18,运动健身,1263083,28000,0.19,0.02,0.15,0.29,0.54,54.76,65.18146432,7523,0.8579,0.0321,4.338407095,3721.92,6.4,B级
牛.生活,45.6,14.6,6.98138E+18,三农,215671,10000,0.9,0.2,0.48,0.21,0.08,64.84,67.04324896,224109,0.0177,0.0314,2.520968597,44.62,13,S级
李小六爱折腾,42.3,16.5,7.14826E+18,财经投资,204466,19800,0.68,0.3,0.47,0.11,0.02,67.48,60,25972,0.0174,0.1159,43.8137623,762.36,9,A级
财经飒姐,13.1,5.8,7.07591E+18,财经投资,1034198,80000,0.66,0.08,0.26,0.19,0.43,53.9,53.42034224,2959,0,,8E+13,27036.16,4.2,C级
小垚聊社保,21.9,10.6,7.07761E+18,财经投资,215792,10000,0.56,0.02,0.22,0.41,0.35,64.18,65.02039774,70946,0.0132,0.0672,10.67820254,140.95,9.5,A级
汪星敏财经,99.1,44,7.18097E+18,财经投资,1114711,42000,0.66,0.06,0.29,0.32,0.32,70,0,48929,0.0175,0.1582,49.05066525,858.39,9.2,A级
光导的菜,211,64.5,6.62966E+18,财经投资,1006965,27777,0.68,0.26,0.48,0.16,0.06,74.55,65.38966515,51516,0.015,0.0916,35.94611383,539.19,11.2,S级
世维思维,193.5,18.4,1.68124E+15,财经投资,1109432,179000,0.72,0.07,0.43,0.25,0.24,66.76,63.94180088,1546,0,,1.79E+14,115782.66,6.8,B级
洋房姐姐,38.4,9.1,6.72616E+18,财经投资,1111133,70000,0.7,0.16,0.38,0.18,0.22,54.87,43.57755307,3881,0.13,0.0062,138.7429885,18036.59,6.8,B级
慧慧要翻倍,567.6,255.1,7.16694E+18,财经投资,201293,12000,0.94,0.1,0.45,0.3,0.14,75.89,0,183044,0.0214,0.2145,3.063458314,65.56,13.2,S级
总裁商业思维,116.6,28.3,6.70333E+18,财经投资,1058458,28000,0.63,0.14,0.47,0.25,0.1,71.78,84.24653215,3194,0.0186,0.0402,471.3138209,8766.44,14.2,S级
金路来了,428.6,198.9,7.04843E+18,财经投资,203661,14400,0.89,0.06,0.37,0.35,0.21,68.61,60,37888,0.0174,0.2231,21.84296365,380.07,9,A级
老熊创业谈,47.3,25.5,7.09156E+18,财经投资,1004425,23000,0.76,0.28,0.4,0.11,0.05,68.49,59.00183016,19539,0.0268,0.085,43.92286991,1177.13,9,A级
老张聊商业,28.6,12.5,6.87017E+18,财经投资,1072323,14600,0.7,0.09,0.42,0.29,0.19,60.95,88.62797425,13112,0.0127,0.0528,87.67589225,1113.48,13,S级
好姐自媒体,62.4,17.5,6.80736E+18,财经投资,1062462,18000,0.54,0.21,0.5,0.16,0.08,69.67,83.4439368,12956,0.0185,0.0641,75.09825355,1389.32,13,S级
李云飞Afey,380.2,191,7.0738E+18,财经投资,202389,26000,0.82,0.02,0.11,0.23,0.64,69.04,60,54293,0.0165,0.1209,29.02321802,478.88,7,B级
商业小纸条,133.6,54.1,6.8274E+18,"教育培训, 财经投资",1177201,140000,0.87,0.28,0.51,0.11,0.02,65.27,66.75516239,40566,0.0086,0.2284,401.2983722,3451.17,10,S级
一根线战法,13.3,9.9,7.10925E+18,财经投资,203735,18300,0.67,0.04,0.13,0.22,0.6,66.61,60,1599,0.0602,0.065,190.1105134,11444.65,7,B级
资本论,3520.4,1871.2,6.66334E+18,财经投资,5416100,98000,0.79,0.32,0.4,0.09,0.03,82.8,69.69608013,467041,0.0354,0.0665,5.927448729,209.83,12.2,S级
不嘚瑟都掉毛,720,342.4,6.79739E+18,财经投资,4958790,120000,0.9,0.15,0.5,0.23,0.08,76.24,70.19497647,2660538,0.0241,0.087,1.87152114,45.1,14.2,S级
新闻姐,7424.2,4084.8,6.87012E+18,教育培训,24963105,300000,0.66,0.08,0.31,0.27,0.31,83.6,77.9899846,2908521,0.0272,0.1139,3.792103191,103.15,13.7,S级
峰哥说商业(只带国货),3399.9,2054.1,6.87017E+18,财经投资,1713563,70000,0.77,0.06,0.32,0.34,0.26,87.64,77.6104795,999133,0.0172,0.143,4.073298992,70.06,12.7,S级
何青绫,3804.7,1817.9,6.87016E+18,财经投资,8738051,240000,0.61,0.21,0.5,0.19,0.06,82.99,87.05876851,1959455,0.0126,0.2499,9.720875982,122.48,15.7,S级
崔磊-为思考点赞,4813.6,2586.9,6.6392E+18,财经投资,14306926,260000,0.77,0.2,0.45,0.19,0.09,84.75,68.54298112,1449768,0.0197,0.083,9.103504522,179.34,12.2,S级
楠哥有才气,1240.1,645.9,6.6392E+18,财经投资,7004391,160000,0.71,0.2,0.44,0.19,0.09,79.65,70.94693715,139294,0.0396,0.0508,29.0063035,1148.65,11.2,S级
蛋解创业,2817.3,1317.2,6.68144E+18,财经投资,4909727,100000,0.76,0.25,0.48,0.13,0.05,83.24,75.575179,196443,0.0159,0.0668,32.01594445,509.05,12.2,S级
全说商业,1216.9,561.5,6.67917E+18,财经投资,10095958,180000,0.84,0.1,0.41,0.3,0.17,83.08,72.20483113,633222,0.0166,0.1108,17.12412628,284.26,10.7,S级
直男财经,7829.5,4391.7,6.80729E+18,财经投资,17671118,280000,0.72,0.29,0.42,0.11,0.04,85.77,78.78378398,3485283,0.0207,0.1024,3.881053575,80.34,14.7,S级
源哥言商,2188.7,1185.5,6.86879E+18,财经投资,8684969,142800,0.81,0.08,0.37,0.31,0.23,82.23,96.70427957,1455790,0.0208,0.0905,4.715916867,98.09,15.7,S级
张琦新商业,794.2,315.2,6.87017E+18,财经投资,2502569,200000,0.29,0.09,0.47,0.29,0.13,76.61,60,79143,0.0195,0.0575,129.5933975,2527.07,8.2,A级
财才说,1293.7,617,6.62973E+18,财经投资,7434587,165000,0.72,0.3,0.36,0.09,0.03,79.47,68.60985753,241171,0.0243,0.0537,28.15480906,684.16,11.2,S级
周媛,2772.7,1428.3,6.82634E+18,财经投资,4956557,158888,0.79,0.15,0.5,0.23,0.1,83.33,71.91150907,1263471,0.0194,0.0972,6.482224834,125.76,12.7,S级
任汉军财富故事会,3707.4,2070.1,6.94064E+18,财经投资,5374734,76200,0.79,0.06,0.34,0.34,0.24,82.12,93.76564546,1457063,0.0213,0.1057,2.455257452,52.3,17.2,S级
璐哥看透彻,6244.6,3370.1,6.85069E+18,财经投资,5416604,110000,0.8,0.17,0.39,0.22,0.15,81.66,73.53320478,550731,0.0195,0.0919,10.24279665,199.73,12.7,S级
